,gender,age,emotion,base,rewriting,semantic,transformation
123,زن,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,با تشکر از شما برای باز بودن ، من سعی می کنم بهترین راه را برای کمک به تعیین و بدانم که بررسی مجدد تروما چقدر دشوار است.من در مورد تمرین 6 خیلی دردناک برای شما کنجکاو هستم؟,2,HIGH
124,زن,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا سعی می کنید تمرین 6 را انجام دهید؟ اگر چنین است ، آیا این باعث احساس ناراحت کننده خواهد شد؟,2,HIGH
125,زن,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا تا به حال اخیراً طرحی را امتحان کرده اید و به این ترتیب حوادث تروما را دوباره مورد بررسی قرار داده اید؟,2,HIGH
126,مرد,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا شما تمرین 6 را امتحان کرده اید و ممکن است دریابید که این همانطور که می خواهید مفید نیست؟,2,HIGH
127,مرد,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,من فکر می کنم تمرین 6 ممکن است به شما کمک کند ، اما قبل از اینکه پیشنهاداتی را ارائه دهم ، می خواهم بیشتر تحقیق کنم.اگر اخیراً سعی کرده اید 6 تمرین کنید ، می توانید به من بگویید که به دلیل وقایع قدیمی ، احساسات را کنترل نمی کند؟,2,HIGH
128,زن,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا اخیراً این واقعه را امتحان کرده اید ، اما می دانید که خیلی دردناک است؟,2,HIGH
129,مرد,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا سعی کرده اید 6 تمرین کنید؟ اگر چنین است ، آیا ایده های منفی برای گذشته دارید و باعث می شود که افکار شما در آن جهت حرکت کند؟,2,HIGH
130,زن,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,با توجه به گذشته ، آیا بعد از این حادثه از تمرین 6 استفاده می کنید که باعث می شود احساسات شما بیشتر کنترل شود؟,2,HIGH
131,زن,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,قبل از ادامه ، می خواهم ارزیابی کنم که چه نوع عمل برای شما بهتر است.آیا قبلاً از طریق تمرین 6 تأثیر منفی بر شما داشته و دریافتید که تأثیر منفی بر شما دارد؟,2,HIGH
132,زن,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,اگر اخیراً سعی کرده اید 6 تمرین کنید و بدانید که نمی توانید احساساتی را که به دلیل رویداد قدیمی کنترل نمی شود کنترل کنید ، می توانید به من بگویید؟,2,HIGH
133,مرد,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,باشه متشکرم.آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید ، آیا این باعث می شود که روحیه باعث درد شود؟,2,HIGH
134,زن,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا سعی کرده اید 6 تمرین کنید؟ اگر چنین است ، آیا احساس بدتری دارید؟,2,HIGH
135,مرد,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,این مایه تاسف استآیا تا به حال سعی کرده اید 6 تمرین کنید ، آیا این باعث شده احساسات به همان اندازه دشوار برای این واقعه باشد؟,2,HIGH
136,زن,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا متوجه شده اید که به دلیل وقایع گذشته ، سعی کنید 6 (اگر امتحان کردید) تمرین کنید ، آیا احساسات غیرقابل تحمل دارید؟,2,HIGH
137,مرد,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا این نتیجه تمرین 6 شماست؟,2,HIGH
138,زن,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,متاسفم که شما این را تجربه می کنید.آیا اخیراً سعی کرده اید 6 تمرین کنید و متوجه شوید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,2,HIGH
139,مرد,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,تمرین 6 ممکن است برای برخی از افراد دشوار باشد ، بنابراین می خواهم بدانم که آیا آنها برای شما مناسب هستند یا خیر.آیا در عمل 6 تمرینات را امتحان کرده اید و دریافتید که آنها دشوار هستند یا تروما؟,2,HIGH
140,زن,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,با تشکر از شما برای به اشتراک گذاشتن این موضوع با من ، می دانم که ممکن است دشوار باشد.من می خواهم از شما بپرسم که آیا اخیراً سعی کرده اید 6 تمرین کنید. اگر چنین است ، آیا احساس درد بیشتری می کنید.,2,HIGH
141,زن,18-39,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا قبلاً احساسات دشوار را از طریق تمرین 6 به وجود آورده اید؟,2,HIGH
142,مرد,40-69,غمگین,آیا تا به حال اخیراً سعی کرده اید 6 تمرین کنید و دریابید که به دلیل وقایع قدیمی نمی توانید احساسات را کنترل کنید؟,آیا سعی کرده اید با تلاش برای تمرین 6 عقب و جلو در مورد آن فکر کنید. اگر چنین است ، آیا احساسات دشوار را به وجود می آورد؟,2,HIGH
