response,annotator1_score,annotator2_score,annotator3_score,empathy_score
آیا احساس می کنید به دلیل مشکلات در رابطه با کسی که نزدیک شما است ، یک بحران شخصی را پشت سر می گذارید؟,2,1,1,1
"من فکر می کنم شما یک مورد خوب را انتخاب کرده اید ، لطفاً بهترین عکس خود را به آن بدهید.فقط وقتی تمام شد ""ادامه دهید"" و ما می توانیم از جایی که خارج شدیم انتخاب کنیم.",2,0,1,1
آیا شما احساس می کنید یا به هر چیزی فکر می کنید که به شما بخواهد شخص دیگری را نجات دهید؟,1,0,1,1
با دانستن اینکه احساسات شما برای من مهم است ، باید در مورد تعامل قبلی خود با پروتکل ها از شما بپرسم.آیا اخیراً در هر زمان به پروتکل 11 اقدام کرده اید ، و در این صورت احساسات سختی را برای شما به یاد می آورید که این رویدادها را به خاطر بسپارید؟,2,2,2,2
آیا با فکر کردن به وقایع اخیر و نه چندان تازه ، آیا این تصور را دارید که دوست دارید شخص دیگری را نجات دهید؟,1,1,2,1
من نمی دانم ، آیا شما سعی کرده اید با دقت گوش دهید و دیدگاه های دیگری را که توسط کسانی که دوستشان دارید مطرح کنید؟,2,1,1,1
آیا ممکن است این باشد که شما از مسئولیت اقدامات خود اجتناب می کنید و فقط شخص دیگری را برای احساسات خود سرزنش می کنید؟,2,1,2,2
خوبمن برخی از پیشنهادات پروتکل را ارائه داده ام که امیدوارم روحیه خوب شما را حفظ کند.,2,1,1,1
شما باید همین الان صدمه دیده باشید.آیا می توانید به اشتراک بگذارید که آیا این رویداد اخیر بوده است یا بیشتر؟,2,2,2,2
آیا فرصتی وجود دارد که بتوانید شخص دیگری را مجبور کنید ، شاید کسی که به آن اهمیت می دهید ، به گونه ای که می خواهید رفتار کنید؟,2,1,2,2
من می فهمم که احساس اضطراب می تواند وحشتناک باشد.آیا چیزی به ویژه وجود دارد که باعث می شود شما اینگونه احساس کنید؟,2,2,2,2
لطفاً قبل از پاسخ دادن به سوال بعدی ، سعی کنید به روابط خود با دیگران نگاه کنید.آیا فکر می کنید که می توانید شخص دیگری را کنترل کنید یا سعی در کنترل آنها دارید؟,2,1,2,2
آیا بعد از پیروی از پروتکل اکنون احساس بهتری دارید؟,0,0,0,0
می بینم ، متاسفم که این را شنیدم.آیا احساس می کنید پروتکل دیگری ممکن است کمک کند؟,1,2,2,2
متاسفم که این را شنیدمآیا به طور خاص چیزی وجود دارد که باعث شده شما چنین احساسی داشته باشید؟,1,2,2,2
خوب ، من می بینمآیا شما توسط شخص دیگری در زندگی خود احساس فشار کرده اید یا به هیچ وجه قربانی شده اید؟,1,0,1,1
آیا فکر می کنید ممکن است نیاز به کنترل کسی داشته باشید ، آنها را وادار کنید که چه کاری می خواهید ، برای عصبانیت کمتری؟,1,0,0,0
آیا احساس می کنید کسی به هر طریقی کاری انجام داده است تا به شما آسیب برساند؟,1,1,0,1
آیا می گویید که وقتی در مکالمات قبلی بوجود آمد ، واقعاً می توانید دیدگاه های دیگری را در نظر بگیرید؟,0,1,0,0
با تشکر از پاسخ به آنآیا احساس می کنید همیشه وقتی همه چیز پیش نرفته است ، خود را مقصر و متهم می کنید؟,1,2,2,2
با عرض پوزش از شنیدن اینکه امروز احساس اضطراب می کنید ، این باید برای شما دشوار باشد.آیا دلیل خاصی وجود دارد که امروز چنین احساسی دارید ، آیا اتفاقی افتاده است؟,2,2,2,2
آیا می توانید به من بگویید که آیا تا به حال این احساسات را نسبت به هر کس دیگری احساس کرده اید یا به شدت نشان داده اید:,1,2,1,1
فکر می کنید اکنون با اتمام پروتکل احساس می کنید؟,1,0,1,1
پروتکل های زیر که احساس می کنم برای شما سودمند خواهد بود.شما می توانید یکی از مواردی را که فکر می کنید در این لحظه مناسب شما باشد انتخاب کنید.,1,1,2,1
این چیزی که باعث می شود احساس اضطراب کنید - آیا اخیراً این اتفاق افتاده است یا مدتی پیش بود؟,1,0,0,0
"در زمان خود ، به این پروتکل نگاهی بیندازید و سعی کنید آن را تکمیل کنید.پس از اتمام می توانید ""ادامه"" را فشار دهید.",2,2,2,2
آیا این احساسی است که نتیجه شما در حال انجام پروتکل 11 است؟,0,0,1,0
ممنون که با من به اشتراک گذاشتید ، خوب کار می کنید.آیا فکر می کنید اگر من از شما سؤال دیگری بپرسم تا بتوانم وضعیت شما را بهتر درک کنم؟,2,2,2,2
با تشکر از شما برای به اشتراک گذاشتن آنمن الان چند سوال دارم که به درک وضعیت شما کمک می کنم.,0,1,1,1
متشکرم که به من اطلاع دادید ، بسیار متاسفم که شما چنین احساسی دارید.آیا چیزی خاص این احساس را به همراه داشت؟,2,2,2,2
بعضی اوقات می تواند به رفع اضطراب که از گذشته با یک واقعه آسیب زا در ارتباط است از طریق پروتکل 6. کمک کند.,2,1,2,2
من بسیار متاسفم که برای شما کار نکرده است ، اما گزینه های دیگری نیز وجود دارد که می توانم توصیه کنم.آیا دوست دارید دیگری را امتحان کنید؟,1,2,2,2
متاسفم که باعث شد احساس بدتری داشته باشید.آیا احساس می کنید پروتکل دیگری را امتحان کنید ، که ممکن است برای شما بهتر باشد؟,1,2,2,2
آیا می گویید ، عمیقاً ، که اخیراً در کنترل دیگران راحتی پیدا می کنید؟,0,0,1,0
از پاسخ شما متشکرم ، این مفید است.آیا سعی می کنید از بیرون به خود نگاه کنید ، آیا احساس می کنید کنترل می کنید یا سعی در کنترل رفتار شخص دیگری دارید؟,2,1,2,2
آه ، من می بینمآیا می گویید این یک رویداد اخیر یا دور بود؟,0,0,1,0
با تشکر از شما برای وقت و همکاری خود در این جلسه.من به زودی منتظر جلسه دیگری هستم.,1,2,2,2
لطفاً توصیه های من را در زیر پیدا کنید.از پروتکل های زیر ، آیا یکی از شما می خواهید اکنون امتحان کنید؟اگر چنین است لطفا آن را انتخاب کنید.,1,2,2,2
